"","lambda","value","pH"
"2904","428",431.822071593396,6.6
"2905","428",434.599686078141,6.6
"2906","428",438.272373837596,6.6
"2907","428",428.17633227662,6.6
"2908","429",423.145635494998,6.6
"2909","429",416.270895278596,6.6
"2910","429",433.716162136008,6.6
"2911","429",425.464164009811,6.6
"2912","429",429.136851769266,6.6
"2913","429",419.04081020829,6.6
"2914","429",413.554877234261,6.6
"2915","429",426.416983947405,6.6
"2916","430",419.083157761072,6.6
"2917","430",422.755845520527,6.6
"2918","430",408.994815755147,6.6
"2919","430",410.842708967452,6.6
"2920","430",415.437418444296,6.6
"2921","430",420.95414963853,6.6
"2922","430",406.274947933287,6.6
"2923","430",404.002616748781,6.6
"2924","430",409.052562418032,6.6
"2925","430",412.725250177487,6.6
"2926","430",416.397937936942,6.6
"2927","431",400.812113624412,6.6
"2928","431",411.841726235354,6.6
"2929","431",404.50790004902,6.6
"2930","431",408.180587808476,6.6
"2931","431",397.185623195264,6.6
"2932","431",400.858310954719,6.6
"2933","432",404.554097379328,6.6
"2934","432",393.559132766116,6.6
"2935","432",397.231820525571,6.6
"2936","432",400.904508285027,6.6
"2937","432",390.827715611679,6.6
"2938","432",392.68715815656,6.6
"2939","432",396.359845916015,6.6
"2940","432",400.950705615334,6.6
"2941","433",389.519753697345,6.6
"2942","433",392.733355486868,6.6
"2943","433",396.406043246323,6.6
"2944","434",390.025036997584,6.6
"2945","434",393.697724757039,6.6
"2946","434",387.293619843146,6.6
"2947","434",390.071234327892,6.6
"2948","434",393.743922087347,6.6
"2949","435",387.339817173454,6.6
"2950","435",390.117431658199,6.6
"2951","435",387.386014503762,6.6
"2952","435",390.163628988507,6.6
"2953","436",387.432211834069,6.6
"2954","436",390.209826318815,6.6
"2955","436",387.478409164377,6.6
"2956","437",390.256023649122,6.6
"2957","437",387.524606494685,6.6
"2958","437",393.951810073731,6.6
"2959","437",390.30222097943,6.6
"2960","438",387.570803824992,6.6
"2961","438",393.998007404039,6.6
"2962","438",390.658325400551,6.6
"2963","438",395.8843983916,6.6
"2964","438",390.853701609977,6.6
"2965","439",394.090402064654,6.6
"2966","439",397.763089824109,6.6
"2967","439",391.358984910216,6.6
"2968","439",401.458876248718,6.6
"2969","439",393.67751342503,6.6
"2970","439",397.813136931942,6.6
"2971","440",403.341417458753,6.6
"2972","440",396.00759127242,6.6
"2973","440",399.695678141977,6.6
"2974","440",405.227808446314,6.6
"2975","441",399.738025694759,6.6
"2976","441",403.433812119368,6.6
"2977","441",407.106499878824,6.6
"2978","441",410.779187638279,6.6
"2979","441",400.690845632354,6.6
"2980","441",414.478823840413,6.6
"2981","441",405.304803996827,6.6
"2982","441",408.992890866384,6.6
"2983","442",413.602999453332,6.6
"2984","442",418.197708930176,6.6
"2985","442",406.269173266998,6.6
"2986","442",409.02368908659,6.6
"2987","442",413.190110813707,6.6
"2988","442",416.403712603231,6.6
"2989","442",420.076400362686,6.6
"2990","442",423.749088122141,6.6
"2991","443",427.448724324275,6.6
"2992","443",415.520188661098,6.6
"2993","443",417.827167843334,6.6
"2994","443",421.962791350247,6.6
"2995","443",427.491071877057,6.6
"2996","443",431.163759636512,6.6
"2997","443",421.075417630588,6.6
"2998","444",424.15138987357,6.6
"2999","444",434.863395838647,6.6
"3000","444",429.377462864618,6.6
"3001","444",440.395526142984,6.6
"3002","444",434.909593168955,6.6
"3003","444",430.326433024687,6.6
"3004","444",439.519701755902,6.6
"3005","444",444.114411232746,6.6
"3006","445",434.94039138916,6.6
"3007","445",449.642691759557,6.6
"3008","445",438.636177813769,6.6
"3009","445",441.861328935869,6.6
"3010","445",445.996952442782,6.6
"3011","445",453.342327961692,6.6
"3012","445",446.027750662987,6.6
"3013","446",448.793815815155,6.6
"3014","446",452.46650357461,6.6
"3015","446",457.061213051454,6.6
"3016","446",462.589493578266,6.6
"3017","446",448.828463812886,6.6
"3018","446",452.053614934986,6.6
"3019","446",455.267216724509,6.6
"3020","446",458.939904483964,6.6
"3021","446",466.285280002874,6.6
"3022","447",462.639540686099,6.6
"3023","447",469.984916205009,6.6
"3024","447",458.986101814272,6.6
"3025","447",463.140974208813,6.6
"3026","447",466.354575998336,6.6
"3027","447",470.027263757791,6.6
"3028","447",473.699951517246,6.6
"3029","447",477.399587719381,6.6
"3030","448",465.471052056203,6.6
"3031","448",468.696203178303,6.6
"3032","448",471.909804967826,6.6
"3033","448",475.605591392435,6.6
"3034","448",479.27827915189,6.6
"3035","448",482.950966911345,6.6
"3036","448",473.792346177861,6.6
"3037","448",486.65060311348,6.6
"3038","449",477.48813260247,6.6
"3039","449",481.160820361925,6.6
"3040","449",483.938434846671,6.6
"3041","449",487.611122606126,6.6
"3042","449",492.20583208297,6.6
"3043","449",480.277296419792,6.6
"3044","449",483.973082844401,6.6
"3045","450",486.280062026638,6.6
"3046","450",489.493663816161,6.6
"3047","450",493.166351575616,6.6
"3048","450",497.761061052461,6.6
"3049","450",490.446483753756,6.6
"3050","450",493.671634875856,6.6
"3051","450",496.885236665379,6.6
"3052","450",500.557924424834,6.6
"3053","450",505.152633901679,6.6
"3054","451",496.001712723246,6.6
"3055","451",499.226863845346,6.6
"3056","451",502.440465634869,6.6
"3057","451",506.113153394324,6.6
"3058","451",510.707862871169,6.6
"3059","451",502.4751136326,6.6
"3060","451",505.241178784768,6.6
"3061","451",508.913866544223,6.6
"3062","451",512.586554303678,6.6
"3063","451",516.259242063134,6.6
"3064","452",519.958878265268,6.6
"3065","452",507.112170662226,6.6
"3066","452",510.796407754259,6.6
"3067","452",514.469095513714,6.6
"3068","452",525.487158792079,6.6
"3069","452",517.246709998459,6.6
"3070","452",521.841419475303,6.6
"3071","453",527.369700002114,6.6
"3072","453",531.042387761569,6.6
"3073","453",520.50650911829,6.6
"3074","453",523.720110907813,6.6
"3075","453",534.738174186178,6.6
"3076","453",526.497725392558,6.6
"3077","453",531.092434869403,6.6
"3078","453",538.437810388313,6.6
"3079","454",529.28688920988,6.6
"3080","454",532.959576969335,6.6
"3081","454",535.725642121504,6.6
"3082","454",539.398329880959,6.6
"3083","454",543.993039357803,6.6
"3084","454",549.521319884614,6.6
"3085","454",535.760290119234,6.6
"3086","454",538.514805938826,6.6
"3087","454",542.199043030858,6.6
"3088","454",545.871730790313,6.6
"3089","454",553.217106309223,6.6
"3090","455",549.571366992447,6.6
"3091","455",556.916742511358,6.6
"3092","455",544.98820684818,6.6
"3093","455",562.445023038169,6.6
"3094","455",547.765821332925,6.6
"3095","455",550.531886485093,6.6
"3096","455",554.204574244548,6.6
"3097","455",558.799283721393,6.6
"3098","456",563.40939230834,6.6
"3099","456",568.004101785185,6.6
"3100","456",555.157394182143,6.6
"3101","456",559.759803214039,6.6
"3102","456",573.536232089521,6.6
"3103","456",563.91467560858,6.6
"3104","456",568.050299115492,6.6
"3105","456",579.068362393858,6.6
"3106","456",573.578579642303,6.6
"3107","457",566.24475345597,6.6
"3108","457",570.388076517934,6.6
"3109","457",577.274366066912,6.6
"3110","457",580.947053826367,6.6
"3111","457",584.619741585822,6.6
"3112","457",574.542948912475,6.6
"3113","457",588.319377787957,6.6
"3114","457",579.14535794437,6.6
"3115","457",582.833444813928,6.6
"3116","457",593.851508092293,6.6
"3117","458",588.361725340739,6.6
"3118","458",581.946071094269,6.6
"3119","458",584.700586913861,6.6
"3120","458",591.139339825484,6.6
"3121","458",594.812027584939,6.6
"3122","458",599.406737061784,6.6
"3123","458",587.478201398606,6.6
"3124","458",604.935017588595,6.6
"3125","458",591.173987823215,6.6
"3126","459",593.940052975383,6.6
"3127","459",597.612740734838,6.6
"3128","459",601.285428494293,6.6
"3129","459",608.630804013204,6.6
"3130","459",604.985064696428,6.6
"3131","459",612.330440215338,6.6
"3132","459",599.483732612296,6.6
"3133","459",605.015862916633,6.6
"3134","459",608.700100008665,6.6
"3135","460",612.37278776812,6.6
"3136","460",616.045475527575,6.6
"3137","460",619.71816328703,6.6
"3138","460",622.495777771776,6.6
"3139","460",627.09048724862,6.6
"3140","460",610.571091886123,6.6
"3141","460",614.714414948087,6.6
"3142","460",617.92801673761,6.6
"3143","460",621.623803162219,6.6
"3144","460",625.296490921675,6.6
"3145","460",628.96917868113,6.6
"3146","460",632.641866440585,6.6
"3147","461",618.880836675205,6.6
"3148","461",636.341502642719,6.6
"3149","461",623.494795039678,6.6
"3150","461",627.17903213171,6.6
"3151","461",630.851719891165,6.6
"3152","461",641.86978316953,6.6
"3153","461",634.547506315774,6.6
"3154","461",638.220194075229,6.6
"3155","461",645.565569594139,6.6
"3156","461",631.804539828759,6.6
"3157","462",641.919830277364,6.6
"3158","462",649.265205796274,6.6
"3159","462",638.266391405537,6.6
"3160","462",654.79733610061,6.6
"3161","462",641.950628497569,6.6
"3162","462",644.716693649737,6.6
"3163","462",649.311403126582,6.6
"3164","462",660.329466404947,6.6
"3165","463",654.843533430918,6.6
"3166","463",649.342201346787,6.6
"3167","463",659.453642017865,6.6
"3168","463",663.12632977732,6.6
"3169","463",667.721039254165,6.6
"3170","463",654.874331651123,6.6
"3171","463",673.249319780976,6.6
"3172","463",659.488290015596,6.6
"3173","463",662.242805835187,6.6
"3174","463",665.927042927219,6.6
"3175","463",669.599730686674,6.6
"3176","463",676.945106205585,6.6
"3177","464",679.72272069033,6.6
"3178","464",673.299366888809,6.6
"3179","464",684.317430167174,6.6
"3180","464",668.716206744541,6.6
"3181","464",689.849560471511,6.6
"3182","464",673.330165109014,6.6
"3183","464",676.555316231114,6.6
"3184","464",679.768918020637,6.6
"3185","464",684.363627497482,6.6
"3186","464",695.381690775847,6.6
"3187","465",689.895757801818,6.6
"3188","465",684.394425717687,6.6
"3189","465",695.424038328629,6.6
"3190","465",699.096726088085,6.6
"3191","465",702.76941384754,6.6
"3192","465",689.00838408216,6.6
"3193","465",692.23353520426,6.6
"3194","465",706.465200272149,6.6
"3195","465",710.137888031604,6.6
"3196","465",695.45868632636,6.6
"3197","466",699.142923418392,6.6
"3198","466",702.815611177847,6.6
"3199","466",713.833674456213,6.6
"3200","466",705.593225662592,6.6
"3201","466",710.187935139437,6.6
"3202","466",717.533310658347,6.6
"3203","466",723.061591185158,6.6
"3204","466",708.382389479915,6.6
"3205","466",711.607540602015,6.6
"3206","466",714.821142391538,6.6
"3207","467",719.415851868382,6.6
"3208","467",726.761227387293,6.6
"3209","467",732.293357691629,6.6
"3210","467",715.773962329132,6.6
"3211","467",719.446650088588,6.6
"3212","467",722.671801210688,6.6
"3213","467",726.8074247176,6.6
"3214","467",732.335705244411,6.6
"3215","467",736.008393003866,6.6
"3216","467",739.681080763322,6.6
"3217","468",725.920050997942,6.6
"3218","468",729.604288089974,6.6
"3219","468",742.458695248067,6.6
"3220","468",734.218246454446,6.6
"3221","468",737.890934213902,6.6
"3222","468",745.695395702744,6.6
"3223","468",741.586720638511,6.6
"3224","468",748.932096157421,6.6
"3225","469",739.773475423937,6.6
"3226","469",745.286356840645,6.6
"3227","469",752.631732359555,6.6
"3228","469",742.562639241259,6.6
"3229","469",745.31715506085,6.6
"3230","469",748.083220213018,6.6
"3231","469",751.755907972474,6.6
"3232","469",756.350617449318,6.6
"3233","470",750.872384030341,6.6
"3234","470",753.638449182509,6.6
"3235","470",758.233158659353,6.6
"3236","470",755.061904422612,6.6
"3237","470",758.275506212135,6.6
"3238","470",761.94819397159,6.6
"3239","471",756.485359662715,6.6
"3240","471",760.158047422171,6.6
"3241","471",763.830735181626,6.6
"3242","472",756.531556993023,6.6
"3243","472",760.204244752478,6.6
"3244","472",763.876932511933,6.6
"3245","472",756.577754323331,6.6
"3246","472",760.250442082786,6.6
"3247","472",763.923129842241,6.6
"3248","473",754.787607773911,6.6
"3249","473",758.460295533366,6.6
"3250","473",762.132983292821,6.6
"3251","473",752.079289284627,6.6
"3252","473",755.751977044082,6.6
"3253","473",759.424664803537,6.6
"3254","474",746.15736900582,6.6
"3255","474",749.370970795343,6.6
"3256","474",753.043658554798,6.6
"3257","474",756.716346314253,6.6
"3258","474",754.914650432257,6.6
"3259","475",740.694534696945,6.6
"3260","475",743.908136486468,6.6
"3261","475",747.580824245923,6.6
"3262","475",751.253512005378,6.6
"3263","475",737.963117542507,6.6
"3264","475",749.451816123381,6.6
"3265","475",734.772614418138,6.6
"3266","475",742.117989937048,6.6
"3267","475",745.790677696503,6.6
"3268","475",731.123025323836,6.6
"3269","475",738.468400842747,6.6
"3270","476",742.152637934779,6.6
"3271","476",727.932522199467,6.6
"3272","476",734.818811748445,6.6
"3273","476",721.057781983066,6.6
"3274","476",737.596426233191,6.6
"3275","476",723.827696912759,6.6
"3276","476",731.17307243167,6.6
"3277","476",715.571849009037,6.6
"3278","476",718.341763938731,6.6
"3279","476",731.203870651875,6.6
"3280","477",712.851981187176,6.6
"3281","477",723.870044465541,6.6
"3282","477",727.542732224997,6.6
"3283","477",706.436326940706,6.6
"3284","477",715.629595671921,6.6
"3285","477",709.2062418704,6.6
"3286","477",720.224305148766,6.6
"3287","477",703.716459118846,6.6
"3288","477",718.418759489243,6.6
"3289","477",700.066870024544,6.6
"3290","477",707.412245543455,6.6
"3291","477",711.08493330291,6.6
"3292","477",714.757621062365,6.6
"3293","478",696.417280930243,6.6
"3294","478",703.762656449153,6.6
"3295","478",707.446893541185,6.6
"3296","478",711.119581300641,6.6
"3297","478",692.767691835942,6.6
"3298","478",700.113067354852,6.6
"3299","478",703.797304446884,6.6
"3300","478",684.527243042322,6.6
"3301","478",689.121952519166,6.6
"3302","478",696.467328038076,6.6
"3303","478",677.193416855988,6.6
"3304","479",679.963331785682,6.6
"3305","479",696.498126258281,6.6
"3306","479",684.573440372629,6.6
"3307","479",688.246128132084,6.6
"3308","479",691.918815891539,6.6
"3309","479",674.477398811653,6.6
"3310","479",680.00952911599,6.6
"3311","479",685.526260310224,6.6
"3312","479",666.256198905661,6.6
"3313","479",669.928886665116,6.6
"3314","480",674.523596141961,6.6
"3315","480",679.133704728908,6.6
"3316","480",661.692287649021,6.6
"3317","480",674.554394362166,6.6
"3318","480",656.202504897467,6.6
"3319","480",667.220568175832,6.6
"3320","480",670.893255935288,6.6
"3321","480",649.339314013642,6.6
"3322","480",652.552915803166,6.6
"3323","480",659.898291322076,6.6
"3324","480",663.570979081531,6.6
"3325","481",641.557951189954,6.6
"3326","481",645.230638949409,6.6
"3327","481",656.248702227775,6.6
"3328","481",659.932939319807,6.6
"3329","481",637.908362095653,6.6
"3330","481",648.926425374018,6.6
"3331","481",652.599113133473,6.6
"3332","481",656.283350225505,6.6
"3333","481",631.045171211828,6.6
"3334","481",634.258773001351,6.6
"3335","481",641.604148520262,6.6
"3336","481",645.276836279717,6.6
"3337","481",648.961073371749,6.6
"3338","481",628.31375405739,6.6
"3339","482",637.958409203486,6.6
"3340","482",643.47514039772,6.6
"3341","482",621.450563173566,6.6
"3342","482",625.123250933021,6.6
"3343","482",632.468626451931,6.6
"3344","482",635.246240936676,6.6
"3345","482",617.80482385679,6.6
"3346","482",628.822887135156,6.6
"3347","482",612.318890882761,6.6
"3348","482",623.336954161127,6.6
"3349","483",628.853685355361,6.6
"3350","483",617.851021187098,6.6
"3351","483",602.249797764465,6.6
"3352","483",623.367752381332,6.6
"3353","483",604.097690976769,6.6
"3354","483",607.770378736224,6.6
"3355","483",612.365088213069,6.6
"3356","483",616.975196800016,6.6
"3357","483",599.53377972013,6.6
"3358","483",612.395886433274,6.6
"3359","483",594.503082938507,6.6
"3360","484",605.062060246941,6.6
"3361","484",608.734748006396,6.6
"3362","484",591.771665784069,6.6
"3363","484",596.82161145332,6.6
"3364","484",601.416320930165,6.6
"3365","484",581.694873110722,6.6
"3366","484",584.908474900245,6.6
"3367","484",588.5811626597,6.6
"3368","484",599.610775270642,6.6
"3369","484",591.358777144445,6.6
"3370","484",595.0314649039,6.6
"3371","485",574.854780892051,6.6
"3372","485",578.527468651506,6.6
"3373","485",582.200156410961,6.6
"3374","485",586.794865887806,6.6
"3375","485",570.746105827818,6.6
"3376","485",584.989320228283,6.6
"3377","485",588.662007987738,6.6
"3378","485",566.637430763584,6.6
"3379","485",573.982806282495,6.6
"3380","485",577.65549404195,6.6
"3381","485",581.328181801405,6.6
"3382","486",564.365099579079,6.6
"3383","486",570.337066965719,6.6
"3384","486",575.853798159953,6.6
"3385","486",556.58373675539,6.6
"3386","486",561.178446232235,6.6
"3387","486",565.788554819182,6.6
"3388","486",569.461242578637,6.6
"3389","486",552.019825498751,6.6
"3390","486",556.629934085698,6.6
"3391","486",546.83994983801,6.6
"3392","486",561.224643562542,6.6
"3393","487",552.066022829058,6.6
"3394","487",557.582754023292,6.6
"3395","487",539.689950528526,6.6
"3396","487",542.903552318049,6.6
"3397","487",546.576240077504,6.6
"3398","487",553.933164928991,6.6
"3399","487",535.581275464292,6.6
"3400","487",550.272026502113,6.6
"3401","488",527.340826670672,6.6
"3402","488",538.358889949037,6.6
"3403","488",542.031577708493,6.6
"3404","488",545.704265467948,6.6
"3405","488",531.935536147516,6.6
"3406","488",518.193755269765,6.6
"3407","488",539.311709886632,6.6
"3408","488",520.041648482069,6.6
"3409","488",523.714336241524,6.6
"3410","488",527.38702400098,6.6
"3411","488",531.059711760435,6.6
"3412","488",534.73239951989,6.6
"3413","488",512.707822295736,6.6
"3414","488",515.47773722543,6.6
"3415","489",507.221889321707,6.6
"3416","489",528.339843938574,6.6
"3417","489",532.012531698029,6.6
"3418","489",520.087845812377,6.6
"3419","489",523.760533571832,6.6
"3420","489",509.991804251401,6.6
"3421","489",501.735956347678,6.6
"3422","489",504.505871277372,6.6
"3423","489",515.523934555737,6.6
"3424","489",491.670713006907,6.6
"3425","489",494.425228826499,6.6
"3426","489",499.019938303343,6.6
"3427","489",510.038001581708,6.6
"3428","490",504.548218830154,6.6
"3429","490",508.232455922186,6.6
"3430","490",486.207878698032,6.6
"3431","490",489.880566457487,6.6
"3432","490",493.553254216942,6.6
"3433","490",497.225941976398,6.6
"3434","490",500.898629735853,6.6
"3435","490",479.344687814207,6.6
"3436","490",482.558289603731,6.6
"3437","490",497.260589974128,6.6
"3438","490",471.563324990519,6.6
"3439","490",485.335904088476,6.6
"3440","490",489.008591847931,6.6
"3441","490",492.681279607386,6.6
"3442","490",475.2398625275,6.6
"3443","491",480.768143054311,6.6
"3444","491",484.452380146343,6.6
"3445","491",488.125067905798,6.6
"3446","491",465.18231874178,6.6
"3447","491",468.855006501235,6.6
"3448","491",472.52769426069,6.6
"3449","491",477.122403737535,6.6
"3450","491",457.848492555447,6.6
"3451","491",460.618407485141,6.6
"3452","491",473.480514198285,6.6
"3453","492",451.455936974131,6.6
"3454","492",455.128624733586,6.6
"3455","492",466.146688011952,6.6
"3456","492",469.819375771407,6.6
"3457","492",449.183605789625,6.6
"3458","492",457.906239218331,6.6
"3459","492",444.749624524476,6.6
"3460","492",462.500948695176,6.6
"3461","492",453.342327961692,6.6
"3462","492",458.859059155926,6.6
"3463","492",435.916309991908,6.6
"3464","492",439.588997751363,6.6
"3465","492",443.261685510818,6.6
"3466","493",447.856394987663,6.6
"3467","493",428.582483805575,6.6
"3468","493",453.373126181897,6.6
"3469","493",431.352398735269,6.6
"3470","493",444.214505448413,6.6
"3471","493",447.887193207868,6.6
"3472","493",421.271756284395,6.6
"3473","493",435.962507322216,6.6
"3474","493",439.635195081671,6.6
"3475","493",425.86646576124,6.6
"3476","493",416.707845027756,6.6
"3477","493",431.398596065576,6.6
"3478","494",421.317953614703,6.6
"3479","494",411.221912053727,6.6
"3480","494",425.912663091547,6.6
"3481","494",416.754042358063,6.6
"3482","494",422.270773552297,6.6
"3483","494",425.943461311752,6.6
"3484","494",400.705282298075,6.6
"3485","494",403.918884087598,6.6
"3486","494",407.591571847053,6.6
"3487","494",411.264259606509,6.6
"3488","494",414.948496698541,6.6
"3489","494",418.621184457996,6.6
"3490","494",393.383005444319,6.6
"3491","494",396.596607233842,6.6
"3492","495",411.298907604239,6.6
"3493","495",384.683470680766,6.6
"3494","495",399.374221718587,6.6
"3495","495",403.046909478042,6.6
"3496","495",406.719597237497,6.6
"3497","495",389.278180157611,6.6
"3498","495",394.806460684422,6.6
"3499","495",398.490697776454,6.6
"3500","495",402.163385535909,6.6
"3501","495",383.81149607121,6.6
"3502","495",387.484183830665,6.6
"3503","495",391.156871590121,6.6
"3504","496",394.841108682153,6.6
"3505","496",385.682487948669,6.6
"3506","496",389.355175708124,6.6
"3507",NA,NA,6.6
"3508",NA,NA,6.6
"3509",NA,NA,6.6
"3510",NA,NA,6.6
"3511",NA,NA,6.6
"3512",NA,NA,6.6
"3513",NA,NA,6.6
"3514",NA,NA,6.6
"3515",NA,NA,6.6
"3516",NA,NA,6.6
"3517",NA,NA,6.6
"3518",NA,NA,6.6
"3519",NA,NA,6.6
"3520",NA,NA,6.6
"3521",NA,NA,6.6
"3522",NA,NA,6.6
"3523","356",317.841708391941,6.2
"3524","356",315.110291237503,6.2
"3525","356",317.887905722248,6.2
"3526","357",318.840725659843,6.2
"3527","357",324.395954629333,6.2
"3528","358",328.091741053942,6.2
"3529","358",335.471764570583,6.2
"3530","358",337.342756448041,6.2
"3531","359",340.567907570141,6.2
"3532","359",343.793058692242,6.2
"3533","359",346.570673176987,6.2
"3534","359",349.646645419969,6.2
"3535","360",353.044074086341,6.2
"3536","360",357.187397148305,6.2
"3537","360",360.883183572914,6.2
"3538","360",364.119884027591,6.2
"3539","360",367.792571787046,6.2
"3540","361",365.990875905049,6.2
"3541","361",370.134198967013,6.2
"3542","361",373.347800756536,6.2
"3543","361",377.047436958671,6.2
"3544","362",382.579567263007,6.2
"3545","362",377.078235178876,6.2
"3546","362",382.610365483212,6.2
"3547","362",385.835516605313,6.2
"3548","362",389.971140112225,6.2
"3549","363",395.503270416562,6.2
"3550","363",386.329250572975,6.2
"3551","363",390.931659604871,6.2
"3552","363",401.035400720898,6.2
"3553","363",395.534068636767,6.2
"3554","363",398.311683121512,6.2
"3555","363",401.066198941104,6.2
"3556","363",404.750436033136,6.2
"3557","363",408.423123792591,6.2
"3558","364",412.122759994725,6.2
"3559","364",407.539599850458,6.2
"3560","364",417.651040521536,6.2
"3561","364",411.235386275067,6.2
"3562","364",413.989902094658,6.2
"3563","364",421.346826946145,6.2
"3564","364",417.685688519267,6.2
"3565","365",425.042613370754,6.2
"3566","365",421.381474943876,6.2
"3567","365",428.742249572889,6.2
"3568","365",424.159089428621,6.2
"3569","365",434.2705300997,6.2
"3570","365",427.85487585323,6.2
"3571","365",430.609391672821,6.2
"3572","366",437.970166301834,6.2
"3573","366",433.387006157566,6.2
"3574","366",443.502296606171,6.2
"3575","366",439.848857734344,6.2
"3576","366",449.034426910507,6.2
"3577","366",444.003730128885,6.2
"3578","366",454.562707437318,6.2
"3579","367",447.228881250985,6.2
"3580","367",450.916968120542,6.2
"3581","367",458.262343639453,6.2
"3582","367",462.8724522264,6.2
"3583","367",467.467161703244,6.2
"3584","367",451.865938280611,6.2
"3585","367",454.632003432779,6.2
"3586","367",458.304691192235,6.2
"3587","368",462.000477616843,6.2
"3588","368",465.673165376299,6.2
"3589","368",469.345853135754,6.2
"3590","368",473.018540895209,6.2
"3591","368",459.257511129829,6.2
"3592","368",476.718177097343,6.2
"3593","368",464.789641434166,6.2
"3594","368",467.096620616402,6.2
"3595","368",471.232244123315,6.2
"3596","368",482.25030740168,6.2
"3597","369",476.760524650125,6.2
"3598","369",469.426698463792,6.2
"3599","369",474.029107495688,6.2
"3600","369",479.538139134871,6.2
"3601","369",483.210826894326,6.2
"3602","369",487.80553637117,6.2
"3603","369",493.337666675507,6.2
"3604","369",477.736443252874,6.2
"3605","369",480.490959072465,6.2
"3606","369",483.257024224633,6.2
"3607","369",500.243205112114,6.2
"3608","370",487.851733701478,6.2
"3609","370",492.461842288425,6.2
"3610","370",497.05655176527,6.2
"3611","370",485.128016102092,6.2
"3612","370",487.882531921683,6.2
"3613","370",502.58483229208,6.2
"3614","370",491.578318346292,6.2
"3615","370",494.803469468392,6.2
"3616","370",498.939092975305,6.2
"3617","370",506.284468494215,6.2
"3618","371",511.812749021026,6.2
"3619","371",497.133547315782,6.2
"3620","371",501.276870377746,6.2
"3621","371",504.49047216727,6.2
"3622","371",508.163159926725,6.2
"3623","371",515.508535445635,6.2
"3624","371",511.858946351334,6.2
"3625","371",520.122493810108,6.2
"3626","372",508.668443226964,6.2
"3627","372",515.554732775943,6.2
"3628","372",524.740301952106,6.2
"3629","372",512.364229651573,6.2
"3630","372",519.250519200552,6.2
"3631","372",516.060016076182,6.2
"3632","372",522.94630562516,6.2
"3633","372",526.618993384616,6.2
"3634","372",530.291681144071,6.2
"3635","372",519.285167198282,6.2
"3636","372",533.98746756868,6.2
"3637","373",523.4515889254,6.2
"3638","373",526.665190714923,6.2
"3639","373",530.337878474378,6.2
"3640","373",537.683253993289,6.2
"3641","373",534.033664898987,6.2
"3642","373",541.379040417898,6.2
"3643","373",527.618010652518,6.2
"3644","373",531.30224774455,6.2
"3645","373",537.733301101122,6.2
"3646","373",545.078676620032,6.2
"3647","374",535.009583501736,6.2
"3648","374",537.316562683972,6.2
"3649","374",540.530164473495,6.2
"3650","374",544.20285223295,6.2
"3651","374",547.875539992406,6.2
"3652","374",552.47024946925,6.2
"3653","374",543.319328290817,6.2
"3654","375",547.003565382849,6.2
"3655","375",550.676253142305,6.2
"3656","375",554.34894090176,6.2
"3657","375",558.021628661215,6.2
"3658","375",561.717415085824,6.2
"3659","375",551.181536442544,6.2
"3660","375",554.395138232067,6.2
"3661","375",558.067825991522,6.2
"3662","375",565.413201510433,6.2
"3663","376",561.767462193657,6.2
"3664","376",557.195851381966,6.2
"3665","376",566.377570780604,6.2
"3666","376",570.972280257449,6.2
"3667","376",561.809809746439,6.2
"3668","376",564.587424231184,6.2
"3669","376",568.260111990639,6.2
"3670","376",571.932799750094,6.2
"3671","376",576.527509226939,6.2
"3672","377",567.376588048506,6.2
"3673","377",570.601739170606,6.2
"3674","377",573.81534096013,6.2
"3675","377",577.488028719585,6.2
"3676","377",582.082738196429,6.2
"3677","377",587.61101872324,6.2
"3678","377",572.931817017997,6.2
"3679","378",576.156968140097,6.2
"3680","378",579.37056992962,6.2
"3681","378",583.965279406464,6.2
"3682","378",591.310654925375,6.2
"3683","378",580.323389867214,6.2
"3684","378",584.466712929178,6.2
"3685","378",587.680314718702,6.2
"3686","378",591.353002478157,6.2
"3687","378",595.025690237612,6.2
"3688","379",598.721476662221,6.2
"3689","379",587.714962716432,6.2
"3690","379",591.399199808464,6.2
"3691","379",595.07188756792,6.2
"3692","379",602.41726308683,6.2
"3693","379",598.767673992528,6.2
"3694","379",606.113049511439,6.2
"3695","379",596.036256838091,6.2
"3696","379",602.467310194663,6.2
"3697","379",609.812685713573,6.2
"3698","380",598.825420655413,6.2
"3699","380",602.968743717377,6.2
"3700","380",606.1823455069,6.2
"3701","380",609.855033266355,6.2
"3702","380",613.52772102581,6.2
"3703","380",617.223507450419,6.2
"3704","380",606.216993504631,6.2
"3705","381",609.901230596663,6.2
"3706","381",613.573918356118,6.2
"3707","381",620.919293875028,6.2
"3708","381",617.269704780727,6.2
"3709","381",609.935878594394,6.2
"3710","381",614.538287626289,6.2
"3711","381",620.047319265472,6.2
"3712","381",624.642028742317,6.2
"3713","382",616.409279503748,6.2
"3714","382",618.716258685984,6.2
"3715","382",621.929860475508,6.2
"3716","382",625.602548234963,6.2
"3717","382",630.197257711807,6.2
"3718","382",620.128164593511,6.2
"3719","382",623.353315715611,6.2
"3720","382",626.566917505134,6.2
"3721","382",630.239605264589,6.2
"3722","382",633.912293024044,6.2
"3723","383",637.608079448653,6.2
"3724","383",626.601565502865,6.2
"3725","383",630.285802594897,6.2
"3726","383",633.958490354352,6.2
"3727","383",641.303865873262,6.2
"3728","383",637.658126556486,6.2
